"Just to clear her one thing though, in the Nazi example you just used you would though call that idea an irrational meme and you would see it as a form of coercion, correct?",BRUCE,"Хочу прояснить один момент: в приведенном вами примере с нацистами вы бы назвали эту идею иррациональным мемом и расценили бы ее как форму принуждения, верно?","Хочу прояснити один момент: у наведеному вами прикладі з нацистами ви назвали б цю ідею ірраціональним мемом і розцінили б її як форму примусу, вірно?"
"Probably. One can never be sure about how the mind gets into its states because it's never deterministic.
So I would guess that most Nazis got to be Nazis because of their parents, because their parents gave them a conception of nationhood and history and themselves and other people and force and a whole bunch of things which made a sort of an unlit bonfire, which the spark of hearing a Nazi speech could ignite.
So I blame the parents.
And but yes, I think the Nazi, I would guess, in most cases it is a matter of bad things being done to them.",DD,"Вероятно. Никогда нельзя быть уверенным в том, как разум приходит в свои состояния, потому что он никогда не детерминирован.
Я предполагаю, что большинство нацистов стали нацистами из-за своих родителей, потому что их родители дали им концепцию государственности и истории, и себя, и других людей, и силы, и целой кучи вещей, которые создали своего рода неразожженный костер, который могла зажечь искра от услышанной нацистской речи.
Поэтому я виню родителей.
И да, нацисты.... Предполагаю, в большинстве случаев это вопрос плохих вещей, которые с ними делали.","Ймовірно. Ніколи не можна бути впевненим у тому, як розум приходить у свій стан, тому що він ніколи не детермінований.
Я припускаю, що більшість нацистів стали нацистами через своїх батьків, тому що їхні батьки дали їм концепцію державності та історії, і себе, і інших людей, і сили, і цілої купи речей, які створили своєрідне нерозпалене багаття, яке могло запалити іскра від почутого нацистського мовлення.
Тому я звинувачую батьків.
І так, нацисти.... Припускаю, здебільшого це питання поганих речей, які з ними робили."
"One more question about genes and minds.
So even if we accept on some core level that humans are universal explainers, I think that makes a lot of sense to both my Bruce and myself.
What about genetic disorders that affect the mind?
Like I'm thinking about something like a Down syndrome, where, you have a humans who can often times speak and make jokes and are pretty functional in many ways.
But clearly their capabilities and personalities are radically affected by their genes, right?
How does that fit in to your Hypothesis.",BRUCE,"Еще один вопрос о генах и разуме.
Даже если мы на каком-то базовом уровне примем, что люди — универсальные объяснители.
Как насчет генетических расстройств, которые влияют на разум?
Например, синдрома Дауна, когда есть люди, которые часто могут говорить и шутить и довольно функциональны во многих отношениях.
Но очевидно, что их способности и личности радикально зависят от их генов, верно?
Как это вписывается в вашу гипотезу?","Ще одне питання про гени та розум.
Навіть якщо ми на якомусь базовому рівні приймемо, що люди є універсальними пояснювачами.
Як щодо генетичних розладів, які впливають на розум?
Наприклад, синдром Дауна, коли є люди, які часто можуть говорити і жартувати і досить функціональні в багатьох відношеннях.
Але очевидно, що їхні здібності та особистості радикально залежать від їх генів, чи не так?
Як це вписується у вашу гіпотезу?"
"I'm not sure it's it's helpful to think of their personalities as being controlled by their genes.
Their personalities are a way in which they are responding to the inadequacy in their brain.
And again, I'm not sure how much is known about what exactly the wrong functionality is in the brain of Down syndrome people, but it could be, let's say, it's insufficient short term memory or something.
Suppose it could be that. Then, if you grow up in a society where you need more short term memory to be happy than you have, then you will be unhappy.
It could be, and I would guess that something like this must be true, that there is a way of bringing up Down syndrome children such that they will be happy, such that they are capable of solving the problems that come up in their lives and therefore have a fruitful human life.
To go to the other extreme, I'm sure that some hundreds of years ago society would do the opposite.
Society would deliberately put them in situations where they cannot cope and then ridicule or hurt them or whatever for not being able to cope.
Because conformity was a value in society and if somebody was unable to conform in a certain way then things were done to them that would make it even worse.
Similarly, I think that there will be ways of doing things to people such that their lives will be better instead of worse.
Although whether that will happen before Down syndrome is physically cured, I don't know.",DD,"Я не уверен, что полезно думать, что их личности контролируются их генами.
Их личности — это способ, которым они отвечают на неполноценность своего мозга.
И снова, не уверен, насколько хорошо нам известно о том, что именно неправильно функционирует в мозге людей с синдромом Дауна, но скажем, это недостаточная кратковременная память или что-то в этом роде.
Предположим. Тогда, если вы растете в обществе, где вам нужно больше кратковременной памяти, чтобы быть счастливым, чем у вас есть, то вы будете несчастны.
Предполагаю, что-то вроде этого должно быть правдой. Но есть способ воспитать детей с синдромом Дауна таким образом, чтобы они были счастливы, чтобы они могли решать проблемы, которые возникают в их жизни, и, следовательно, иметь плодотворную человеческую жизнь.
Если перейти к другой крайности, я уверен, несколько сотен лет назад общество делало наоборот.
Общество намеренно ставило их в ситуации, в которых они не могли справиться, а затем высмеивало или причиняло им боль или что-то еще за то, что они не могли справиться.
Почему? Потому что конформизм был ценностью в это обществе. И если кто-то не мог соответствовать определенным образом, то с ним делали то, что делало его жизнь еще хуже.
Точно так же, будут способы делать с людьми то, что сделает их жизнь лучше, а не хуже.
Хотя произойдет ли это до того, как синдром Дауна будет физически излечен, я не знаю.","Я не впевнений, що корисно думати, що їхні особи контролюються їхніми генами.
Їхні особи — це спосіб, яким вони відповідають на неповноцінність свого мозку.
І знову, не впевнений, наскільки добре нам відомо про те, що саме неправильно функціонує в мозку людей із синдромом Дауна, але скажімо, це недостатня короткочасна пам'ять або щось таке.
Припустимо. Тоді, якщо ви росте в суспільстві, де вам потрібно більше короткочасної пам'яті, щоб бути щасливим, ніж у вас є, то ви будете нещасливі.
Припускаю, щось подібне до цього має бути правдою. Але є спосіб виховати дітей із синдромом Дауна таким чином, щоб вони були щасливі, щоб вони могли вирішувати проблеми, що виникають у їхньому житті, і, отже, мати плідне людське життя.
Якщо перейти до іншої крайності, я впевнений, що кілька сотень років тому суспільство робило навпаки.
Суспільство навмисно ставило їх у ситуації, в яких вони не могли впоратися, а потім висміювало або завдавало їм болю або ще за те, що вони не могли впоратися.
Чому? Тому що конформізм був цінністю у суспільстві. І якщо хтось не міг відповідати певним чином, то з ним робили те, що робило його життя ще гіршим.
Так само, будуть способи робити з людьми те, що зробить їхнє життя кращим, а не гіршим.
Хоча це станеться до того, як синдром Дауна буде фізично вилікуваний, я не знаю."
"So can I ask a follow on question to that, Peter?
So you actually just said something that's very similar to what I think I said when we were discussing this on the podcast.
I wanted to explore a little bit further and kind of pick your brain on this.
So, there are probably are human beings that are not universal explainers.
And here I have in mind maybe somebody who has no neocortex at all.
So they're not ever going to be able to learn language or live a normal life.
But then you've got this group in between like Down syndrome, which we call mentally challenged and for the sake of arguments, since we don't really know for sure what's wrong, let's go with your off the cuff theory here that there's a lack of short term memory or some sort of hardware defect that leads to a lack of short term memory.
So they struggle to learn in our society compared to somebody who doesn't have that lack of short term memory.
There are two things that maybe come out of this.
If I'm taking this idea of a universal explainer seriously, one of the ideas is that the fact that they're universal explainer (presumably a Down syndrome person is still a universal explainer), They can learn language, etcetera, etcetera.
That you could have (because of circumstances and partially maybe hardware problems and partially maybe society hasn't created the necessary knowledge to overcome it yet), You could have someone who really does learn slower and does not learn as much as other who is not mentally challenged in society.
But the other prediction would be that, presumably, there would be some way to create the necessary knowledge that would allow them to compensate.
We just may not know what that is as of today.",BRUCE,"Питер, могу я теперь задать дополнительный вопрос?
Мы обсуждали это в подкасте.
Я хотел бы покопаться в ваших мозгах по этому поводу.
Существуют люди, которые не являются универсальными объяснителями.
И здесь я имею в виду кого-то, у кого вообще нет неокортекса.
То есть они никогда не смогут выучить язык или жить нормальной жизнью.
Но также у нас есть эта группа посередине, например, с синдром Дауна, ее мы называем ""умственно отсталыми"", и поскольку мы на самом деле не знаем наверняка, что не так, давайте придерживаться вашей импровизированной теории о том, что это - недостаток кратковременной памяти или какой-то дефект оборудования, который приводит к отсутствию кратковременной памяти.
То есть им трудно учиться в нашем обществе по сравнению с теми, у кого нет этого недостатка кратковременной памяти.
Из этого могут вытекать две вещи.
Если я воспринимаю эту идею универсального объяснителя всерьез, одна из идей заключается в том, что тот факт, что они являются универсальными объяснителями (предположительно, человек с синдромом Дауна все еще является универсальным объяснителем, ведь они могут изучать языки и т. д., и т. п).
Да, (из-за обстоятельств и проблем с оборудованием общества, которое еще не создало необходимые знания, чтобы преодолеть это), мы имеем кого-то, кто учится медленнее и так много, как другие, кто не имеет умственных проблем в обществе.
Но другое предсказание заключается в том, что будет какой-то способ создать необходимые знания, которые позволят им компенсировать.
Мы просто не знаем, что это за знание на сегодняшний день.","Пітере, можу я тепер поставити додаткове запитання?
Ми обговорювали це у подкасті.
Я хотів би покопатися у ваших мізках із цього приводу.
Існують люди, які є універсальними пояснювачами.
І тут я маю на увазі когось, хто взагалі не має неокортексу.
Тобто вони ніколи не зможуть вивчити мову чи жити нормальним життям.
Але також у нас є ця група посередині, наприклад, з синдромом Дауна, її ми називаємо ""розумно відсталими"", і оскільки ми насправді не знаємо напевно, що не так, давайте дотримуватися вашої імпровізованої теорії про те, що це - недолік короткочасної пам'яті або якийсь дефект обладнання, який призводить до відсутності короткочасної пам'яті.
Тобто їм важко вчитися в нашому суспільстві порівняно з тими, хто не має цього недоліку короткочасної пам'яті.
Із цього можуть випливати дві речі.
Якщо я сприймаю цю ідею універсального пояснювача всерйоз, одна з ідей полягає в тому, що той факт, що вони є універсальними пояснювачами (імовірно, людина із синдромом Дауна все ще є універсальним пояснювачем, адже вони можуть вивчати мови тощо, тощо).
Так, (через обставини та проблеми з обладнанням суспільства, яке ще не створило необхідні знання, щоб подолати це), ми маємо когось, хто навчається повільніше і так багато, як інші, хто не має розумових проблем у суспільстві.
Але інше пророцтво полягає в тому, що буде якийсь спосіб створити необхідні знання, які дозволять їм компенсувати.
Ми просто не знаємо, що це за знання на сьогоднішній день."
"Not ""compensate"" in the sense of ""learning faster"" (that may not be unless we add electronic add-ons to the brain or whatever) but just ""environmentally"".
It might be that they learn slower, but the important thing is ""do they solve the problems that they have""?",DD,"«Компенсировать»  не в смысле «учиться быстрее» (это можно только если мы добавим электронные дополнения к мозгу), а улучшить «окружающую среду».
Ведь важно не то, учатся ли они медленнее или быстрее, а то «решают ли они проблемы, которые у них есть»?","""Компенсувати"" не в сенсі ""вчитися швидше"" (це можна тільки якщо ми додамо електронні доповнення до мозку), а покращити ""довкілля"".
Адже важливо не те, чи вчаться вони повільніше чи швидше, а то «чи вирішують проблеми, які в них є»?"
"Yeah.
So the question we raised in the podcast was ""could you teach someone who is mentally challenged to do quantum physics""?
And I actually argued probably yes, even if that would be a very difficult thing.
They'd have to be interested in it.
They'd have to want to do it.
It would probably take them much longer, maybe even arguably you'd have to be able to extend their life to, past 70 years or whatever.
And, I know Peter was a little skeptical that I admit, even I feel a little skeptical of that claim.
But it does seem like that is something that would come out of the idea of a universal explainer, that they should be able to learn a complex subject like quantum physics in theory, even if maybe at a slower rate.",BRUCE,"Да.
Итак, вопрос, который мы подняли в подкасте, был: «Можно ли научить кого-то с ограниченными умственными возможностями заниматься квантовой физикой»?
И я на самом деле утверждал, что, вероятно, да, даже если это будет очень сложно.
Ведь им должно быть это интересно.
Ведь они дожны хотеть это делать.
Да, им потребуется гораздо больше времени, может быть даже нам нужно будет продлить их жизнь до 70 лет или около того.
Но Питер был скептически настроен. Признаю, даже я чувствую себя скептически по отношению к этому заявлению.
Но это то, что вытекает из идеи универсального объяснителя, что они должны быть в теории способны изучить любой сложный предмет, даже квантовую физики, даже если и медленнее.","Так.
Отже, питання, яке ми порушили у підкасті, було: «Чи можна навчити когось з обмеженими розумовими можливостями займатися квантовою фізикою»?
І я насправді стверджував, що, можливо, так, навіть якщо це буде дуже складно.
Адже їм має бути це цікаво.
Адже вони повинні хотіти це робити.
Так, їм буде потрібно набагато більше часу, можливо навіть нам потрібно буде продовжити їхнє життя до 70 років або близько того.
Але Пітер був скептично налаштований. Визнаю, навіть я почуваюся скептично стосовно цієї заяви.
Але це те, що випливає з ідеї універсального пояснювача, що вони повинні бути в теорії здатні вивчити будь-який складний предмет, навіть квантову фізику, навіть якщо й повільніше."
"Well, it does depend on what exactly the hardware floor is, because if it's short term memory, that's one thing, because one can build up ways of getting round that.
But if it's, I don't know, the pattern buffer or something like that, that the complexity of an idea that you can hold in your mind at the same time, that might be harder to get round.
And again, there's a difference between what we could do with hardware improvements and what we can do with purely environmental improvements.
Like how you treat the person.
I think my guess is that even a chimpanzee could be fully a person if the if the right program was installed in their brain, but it's may well be completely impossible to install such a program just by doing things to the chimpanzee.",DD,"Ну, это зависит от того, на каком именно аппаратном обеспечении стоит программа, потому что проблема в кратковременнай памяти, это одна проблема, ведь можно придумать способы обойти её.
Но если это проблема в устройстве распознования образов или что-то в этом роде, что приводит к тому, что сложность идеи, которую вы можете удерживать в уме одновременно ограниченна, то это может быть сложнее обойти.
И снова, есть разница между тем, что мы могли бы сделать с улучшением оборудования, и тем, что мы можем сделать с улучшением среды (общества).
То, как вы относитесь к человеку.
Я думаю, даже шимпанзе мог бы быть полностью человеком, если бы в его мозг была установлена ​​правильная программа, но вполне возможно, что совершенно невозможно установить такую ​​программу, просто сделав что-то с шимпанзе.","Ну, це залежить від того, на якому саме апаратному забезпеченні стоїть програма, бо проблема у короткочасній пам'яті, це одна проблема, адже можна вигадати способи обійти її.
Але якщо це проблема в пристрої розпізнавання образів або щось таке, що призводить до того, що складність ідеї, яку ви можете утримувати в умі одночасно обмежена, то це може бути складніше обійти.
І знову є різниця між тим, що ми могли б зробити з поліпшенням обладнання, і тим, що ми можемо зробити з поліпшенням середовища (суспільства).
Те, як ви ставитеся до людини.
Я думаю, навіть шимпанзе міг би бути повністю людиною, якби в його мозок була встановлена ​​правильна програма, але цілком можливо, що неможливо встановити таку програму, просто зробивши щось з шимпанзе."
Right,BRUCE,Верно,Правильно
By talking to it or whatever.,DD,Поговорив с ним или как-то еще.,Поговоривши з ним чи ще якось.
"Right.
Teaching it sign language, right?",BRUCE,"Правильно.
Обучив языку жестов, да?","Правильно.
Навчивши мови жестів, так?"
"Yeah, yeah.
So that it may not be possible that way, but I think the hardware I... I find it very implausible that hardware isn't capable of doing the thing because their brains are like, I don't know, 1/4 the size of ours or whatever it is.
And we're not using..., we don't need to use more than 1/4 of our brain to do any particular thing, Like have a conversation.
The rest of the brain is doing stuff.
So I think so the, the, it's a matter of hardware and software.
The person is a program, the brain is the hardware on which that program is running.
And I think it's very plausible that the ""hardware of a chimpanzee"" can run ""a person program"".
It's just that we don't know how to install that program.
And by the way, it would be a crime because that person would have been installed into a chimpanzee with all the disadvantages that would have.
It's like making someone to have Down syndrome on purpose.",DD,"Да, да.
Так что может быть невозможно это сделать таким образом, но я думаю, что аппаратное обеспечение... Я нахожу очень неправдоподобным, что аппаратное обеспечение обезьяны не способно достичь этого, ведь их мозг всего лишь в 1/4 нашего размера или сколько там.
И мы не используем больше 1/4. Нам не нужно использовать больше 1/4 нашего мозга, чтобы сделать что-то конкретное, например, поговорить.
Остальная часть мозга делает вещи.
Так что я думаю, что это вопрос оборудования и программного обеспечения.
Человек - это программа, мозг - это оборудование, на котором эта программа работает.
И я думаю, что очень правдоподобно, что ""оборудование шимпанзе"" может запустить ""программу человека"".
Просто мы не знаем, как установить эту программу.
И, кстати, это было бы преступлением, потому что этот человек был бы установлен в шимпанзе со всеми недостатками, которые у него были бы.
Это как намеренно сделать кого-то с синдромом Дауна.","Так, так.
Так що може бути неможливо це зробити таким чином, але я думаю, що апаратне забезпечення... Я знаходжу дуже неправдоподібним, що апаратне забезпечення мавпи не здатне досягти цього, адже їхній мозок лише в 1/4 нашого розміру чи скільки там.
І ми не використовуємо більше 1/4. Нам не потрібно використовувати більше 1/4 нашого мозку, щоб зробити щось конкретне, наприклад, поговорити.
Решта мозку робить речі.
Так що я думаю, що це питання обладнання та програмного забезпечення.
Людина – це програма, мозок – це обладнання, на якому ця програма працює.
І я думаю, що дуже правдоподібним є те, що ""обладнання шимпанзе"" може запустити ""програму людини"".
Просто ми не знаємо як встановити цю програму.
І, до речі, це було б злочином, тому що ця людина була б встановлена ​​в шимпанзе з усіма недоліками, які б у неї були.
Це як навмисно зробити когось із синдромом Дауна."
"Right.
Thank you very much.
Actually, that clarified a lot of things that we've discussed in the past and how you look at them.
So I hadn't actually written any of those questions down, but when I saw the opportunity, I really wanted to ask about that.
So thank you.",BRUCE,"Правильно.
Большое спасибо.
На самом деле, это прояснило многие вещи, которые мы обсуждали в прошлом, и то, как вы на них смотрите.
Я на самом деле не записал ни один из этих вопросов, но когда я увидел возможность, я хотел спросить об этом.
Так что спасибо.","Правильно.
Дякую.
Насправді це прояснило багато речей, які ми обговорювали в минулому, і те, як ви на них дивитеся.
Я насправді не записав жодне з цих питань, але коли я побачив можливість, я хотів запитати про це.
Тож дякую."
"Well, I think that actually leads well into my question about universality.
So, David, when I first read your book, I think I had a pretty basic view, if not an outright misunderstanding about what you were saying about human universality and our capacity to create an infinite knowledge creation and explanation.
At first I thought you were saying that human universality was kind of a consequence of our brains being universal computers.",HOST,"Ну, я думаю, что это на самом деле хорошо подводит к моему вопросу об универсальности.
Дэвид, когда я впервые прочитал вашу книгу, у меня было довольно базовое представление, если не прямое непонимание того, что вы говорили о человеческой универсальности и нашей способности бесконечно создавать знание, создавать объекты и объяснять.
Сначала я думал, что вы говорите, что человеческая универсальность является своего рода следствием того, что наши мозги являются универсальными компьютерами.","Ну, я думаю, що це дійсно добре підводить до мого питання про універсальність.
Девід, коли я вперше прочитав вашу книгу, мав досить базове уявлення, якщо не пряме нерозуміння того, що ви говорили про людську універсальність і нашу здатність нескінченно створювати знання, створювати об'єкти і пояснювати.
Спочатку я думав, що ви кажете, що людська універсальність є своєрідним наслідком того, що наші мізки є універсальними комп'ютерами."
"No, by the way, that's my fault.
I did not stress that distinction I think at all in the in the book, I think I made the distinction, but I didn't. It's a very fundamental thing that there are two kinds of universality: one is hardware and one is software and they're they're not the same.",DD,"Нет, кстати, это моя вина.
Я вообще не подчеркивал это различие, я думал, что я сделал различие в книге, но я этого не сделал. Это очень фундаментальная вещь, что есть два вида универсальности: одна — аппаратная, а другая — программная, и они не одинаковы.","Ні, це моя вина.
Я взагалі не підкреслював цю різницю, я думав, що я зробив різницю в книзі, але я цього не зробив. Це дуже фундаментальна річ, що є два види універсальності: одна апаратна, а інша програмна, і вони не однакові."
"OK, well, it's not my fault then. OK.",HOST,"Ладно, это не моя вина. Ладно.","Гаразд, це не моя вина. Гаразд."
"Definitely not, no.",DD,Определенно нет.,Безперечно ні.
"But Bruce helped me to understand that universal computers are basically a dime a dozen.
And I now understand that maybe you're making something more like an alogy between human minds and universal computers.
Is that, is that right an analogy?",HOST,"Кстати, Брюс сказал, что универсальных компьютеров по сути пруд пруди. Их легко создать.
Но Вы создаете только аналогию между человеческим разумом и универсальными компьютерами?
Это правда просто аналогия?","До речі, Брюс сказав, що універсальних комп'ютерів по суті хоч греблю гати. Їх легко створити.
Але Ви створюєте лише аналогію між людським розумом та універсальними комп'ютерами?
Чи це правда просто аналогія?"
"No, it's not an analogy.
So, the two abilities are connected by the fact that the ""program, which is a person"" has to run on the ""hardware, which is a brain"".
So that's the connection that it has to be a universal computer.
Because otherwise, as soon as you make a computer not universal, then You drastically reduce the types of program it can run.
If you take a computer chip, it's a universal computer and then you delete one transistor, then it'll just work pretty much the same.
Every so often there'll be an error.
If you delete a lot of them, then the thing will crash.
But if you see what the problem is, you can change the program, so that to work around that.
So it'll still be universal.
It's just that you'll have to write a slightly more complicated program for it to be able to harness its universality.
I'm still talking about Turing universality, computational universality.
So, if you destroy a little bit of it, then it's still universal, but you will have to write a more complicated program.
And people have very ingeniously shown that you need actually extremely little functionality in order to make a universal Turing-machine-functionality, So long as there's memory there, you can work around and work around and work around the work around and until the functionality is exactly the same as it was before, exactly the same, just more complicated program.
And if you keep destroying the thing, eventually you'll get to the place where it really is not possible to write the suitable program to get round the lack of functionality.
But before you get to that, it'll get more and more difficult to squeeze the program into a smaller and smaller amount of memory (which is still left on the chip) to still make it universal.
So that's hardware.
Now, I think with software... and then people don't say ""why isn't there a continuum between Turing machines and less capable computers""?
""Why isn't there a continuum between non universal computers and universal computers""?
""Why is it just a jump""?
Well, it's because of the nature of universality.
The thing that causes the continuum is the difficulty of writing programs that harness its universality. Whether it's universal or not is a qualitative thing.
Now, when you think of a person-program running on hardware, I think that this program has to be able to harness the universality of the computer.
But ""how it does that"" is very-very insensitive to errors in the hardware because in case of the creativity program - the program itself is the thing that's writing the workarounds, not the programmer, because there is no programmer.
So if there's something wrong with your brain, if a few neurons cut out, you don't even notice because you're just doing the work around... I mean, not You, but they're probably processes working at the unconscious level, all the time to cope with the things like that.
And what if you lose a bit more of your brain?
Well, then the work around is going to be harder to do and eventually it'll be impossible.
So, the explanatory universality is at a level of abstraction where it simply needs to have a universal computer to run on it.
It doesn't get less explanatorily universal if the hardware is damaged.
It just means it's got to think a bit more to get round the hardware damage until it becomes impossible or probably in practice, until it takes a lifetime to think of that, or it takes it takes it takes too long to think how to do it.
People get round the amazing disabilities.
There's so apparently we have face recognition hardware.
In our brains, I saw a documentary about people with this disability and they...",DD,"Нет, это не аналогия.
Итак, эти две способности связаны тем фактом, что «программа (которая является человеком)», должна работать на «оборудовании (которое является мозгом)».
Связь в том, что это должен быть универсальный компьютер.
Потому что в противном случае, как только вы делаете компьютер не универсальным, вы резко сокращаете типы программ, которые он может запустить.
Если вы возьмете компьютерный чип (это универсальный компьютер), а затем удалите один транзистор, тогда он будет работать практически так же.
Но время от времени будет возникать ошибка.
Если вы удалите много транзисторов, то все поламается.
Но если вы узнаете, в чем проблема, то вы сможете изменить программу, чтобы обойти поломку.
Поэтому аппаратное обеспечение все еще универсально.
Вам просто придется написать немного более сложную программу, чтобы она могла использовать универсальность своего компьютера. (ДОРЕЧІ якщо неможна зробити патефон який програє усі пластинки, бо можна зробити пластинку яка знищить патефон, то... що? не можна зробити копютер який програє всі программи бо можна зробити программу яка знає всю інформацію про компютер та знищить його? і що значить знищити? що значить помилка в програмі? чи не можна зробити програму? яку?)
Я все еще говорю об универсальности Тьюринга, вычислительной универсальности.
Итак, если вы поламаете компьютер еще немного, то он все равно все еще будет универсальным, но вам придется написать более сложную программу.
И люди очень изобретательно показали, что вам на самом деле нужно очень мало функциональности, чтобы достичь функциональности универсальной машины Тьюринга. Пока там есть память, вы можете обходить и обходить и обходить и обходить работу, пока функциональность программі не станет точно такой же, как и раньше. Программа точно такая же, просто более сложная.
И если вы продолжите уничтожать компьютер, в конечном итоге вы дойдете до места, где действительно невозможно будет написать подходящую программу, чтобы обойти отсутствие функциональности копьютера.
Но прежде чем вы дойдете до этого, будет все труднее и труднее втиснуть программу во все меньший и меньший объем памяти (которая все еще остается на чипе), чтобы все еще сделать ее универсальной (программу, универсальный эмулятор, универсальным объяснителем например).
Это я рассказывал про аппаратное обеспечение.
Теперь, с программным обеспечением... Кстати, люди никогда не спрашивают: «Почему нет континуума между машинами Тьюринга и менее способными компьютерами»?
«Почему нет континуума между неуниверсальными компьютерами и универсальными компьютерами»?
«Почему это просто скачок»?
Это из-за природы универсальности.
То, что вызывает континуум — это сложность написания программ, которые используют его универсальность. Поэтому, Универсально чтото или нет — это качественный вопрос, ""да или нет"" вопрос (в отличие от количественного вопроса ""сколько?"").
Теперь, о человеке-программе, запущенном на аппаратном обеспечении. Я думаю, что эта программа должна уметь использовать универсальность компьютера.
Но «как она это делает»? Ответ: очень-очень нечувствительно к ошибкам в оборудовании, потому что в случае с ""креативной программой"" — это сама программа кто пишет обходные пути, а не программист, потому что программиста нет.
Так что если что-то не так с вашим мозгом, если несколько нейронов отключаются, то вы этого даже не замечаете, потому что вы просто создаете обходный путь... Я имею в виду, не вы, а процессы, работающие на бессознательном уровне, создают обходные пути все время, чтобы справляться с такими вещами.
А что, если вы потеряете немного больше мозга?
Что ж, тогда обойти это будет сложнее, и в конечном итоге это станет невозможным.
Итак, объяснительная универсальность находится на уровне абстракции, где для ее работы просто нужен универсальный компьютер.
Она не становится менее объяснительно-универсальной, если оборудование повреждено.
Это просто означает, что нужно немного больше думать, чтобы обойти повреждение оборудования, пока это не станет невозможным или, на практике, пока не потребуется целая жизнь, чтобы подумать об этом, или пока не потребуется слишком много времени, чтобы найти решение, как об этом думать.
Люди обходят удивительные ограничения.
Очевидно, у нас есть оборудование для распознавания лиц.
В нашем мозге. Я видел документальный фильм о людях с этой инвалидностью, и они...","Ні, це не аналогія.
Отже, ці дві здібності пов'язані тим фактом, що «програма (яка є людиною)» повинна працювати на «обладнанні (яке є мозком)».
Зв'язок у цьому, що це має бути універсальний комп'ютер.
Тому що інакше, як тільки ви робите комп'ютер не універсальним, ви різко скорочуєте типи програм, які він може запустити.
Якщо ви візьмете комп'ютерний чіп (це універсальний комп'ютер), а потім видаліть один транзистор, тоді він працюватиме практично так само.
Але іноді виникатиме помилка.
Якщо ви видалите багато транзисторів, то все поламається.
Але якщо ви дізнаєтеся, в чому проблема, ви зможете змінити програму, щоб обійти поломку.
Тому апаратне забезпечення все ще є універсальним.
Вам просто доведеться написати трохи складнішу програму, щоб вона могла використати універсальність свого комп'ютера. (ДОРЕЧІ якщо неможна зробити патефон який програє всі пластинки, бо можна зробити пластинку яка знищити патефон, то... що?
Я все ще говорю про універсальність Тьюринга, обчислювальну універсальність.
Отже, якщо ви поламаєте комп'ютер ще трохи, то він все одно все ще буде універсальним, але вам доведеться написати складнішу програму.
І люди дуже винахідливо показали, що вам дійсно потрібно дуже мало функціональності, щоб досягти функціональності універсальної машини Тьюринга. Поки там є пам'ять, ви можете оминати і оминати і оминати роботу, поки функціональність програми не стане точно такою ж, як і раніше. Програма така сама, просто складніша.
І якщо ви продовжите знищувати комп'ютер, в кінцевому підсумку ви дійдете до місця, де дійсно неможливо буде написати відповідну програму, щоб обійти відсутність функціональності комп'ютера.
Але перш ніж ви дійдете до цього, буде все важче і важче втиснути програму в менший і менший обсяг пам'яті (яка все ще залишається на чіпі), щоб все ще зробити її універсальною (програму, універсальний емулятор, універсальним пояснювачем наприклад).
Це я розповідав про апаратне забезпечення.
Тепер, із програмним забезпеченням... До речі, люди ніколи не питають: «Чому немає континууму між машинами Тьюринга та менш здібними комп'ютерами»?
«Чому немає континууму між неуніверсальними та універсальними комп'ютерами»?
""Чому це просто стрибок""?
Це через природу універсальності.
Те, що викликає континуум, - це складність написання програм, які використовують його універсальність. Тому, Універсально щось чи ні - це якісне питання, ""так чи ні"" питання (на відміну від кількісного питання ""скільки?"").
Тепер, про людину-програму, запущену на апаратному забезпеченні. Я думаю, що ця програма має вміти використовувати універсальність комп'ютера.
Але як вона це робить? Відповідь: дуже-дуже нечутливе до помилок в обладнанні, тому що у випадку з ""креативною програмою"" - це сама програма, яка пише обхідні шляхи, а не програміст, тому що програміста немає.
Тож якщо щось не так з вашим мозком, якщо кілька нейронів відключаються, то ви цього навіть не помічаєте, тому що ви просто створюєте обхідний шлях... Я маю на увазі, не ви, а процеси, які працюють на несвідомому рівні, створюють обхідні шляхи весь час, щоб справлятися з такими речами.
А якщо ви втратите трохи більше мозку?
Що ж, тоді обійти це буде складніше, і, зрештою, це стане неможливим.
Отже, пояснювальна універсальність перебуває в рівні абстракції, де її роботи просто потрібен універсальний комп'ютер.
Вона не стає менш пояснювально-універсальною, якщо обладнання пошкоджене.
Це просто означає, що потрібно трохи більше думати, щоб обійти пошкодження обладнання, поки це не стане неможливим або, на практиці, поки не буде потрібно ціле життя, щоб подумати про це, або поки не потрібно занадто багато часу, щоб знайти рішення, як про це думати.
Люди оминають дивовижні обмеження.
Очевидно, ми маємо обладнання для розпізнавання осіб.
У нашому мозку. Я бачив документальний фільм про людей із цією інвалідністю, і вони..."
